id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
6523,00A,heliport,Total Rf Heliport,40.07080078,-74.93360138,11,NA,US,US-PA,Bensalem,no,00A,,00A,,,
323361,00AA,small_airport,Aero B Ranch Airport,38.704022,-101.473911,3435,NA,US,US-KS,Leoti,no,00AA,,00AA,,,
6524,00AK,small_airport,Lowell Field,59.94919968,-151.6959991,450,NA,US,US-AK,Anchor Point,no,00AK,,00AK,,,
6525,00AL,small_airport,Epps Airpark,34.8647995,-86.77030182,820,NA,US,US-AL,Harvest,no,00AL,,00AL,,,
6526,00AR,closed,Newport Hospital & Clinic Heliport,35.6087,-91.254898,237,NA,US,US-AR,Newport,no,,,,,,00AR
322127,00AS,small_airport,Fulton Airport,34.9428028,-97.8180194,1100,NA,US,US-OK,Alex,no,00AS,,00AS,,,
6527,00AZ,small_airport,Cordes Airport,34.30559921,-112.1650009,3810,NA,US,US-AZ,Cordes,no,00AZ,,00AZ,,,
6528,00CA,small_airport,Goldstone /Gts/ Airport,35.3504982,-116.8880005,3038,NA,US,US-CA,Barstow,no,00CA,,00CA,,,
324424,00CL,small_airport,Williams Ag Airport,39.427188,-121.763427,87,NA,US,US-CA,Biggs,no,00CL,,00CL,,,
322658,00CN,heliport,Kitchen Creek Helibase Heliport,32.7273736,-116.4597417,3350,NA,US,US-CA,Pine Valley,no,00CN,,00CN,,,
6529,00CO,closed,Cass Field,40.622202,-104.344002,4830,NA,US,US-CO,Briggsdale,no,,,,,,00CO
6531,00FA,small_airport,Grass Patch Airport,28.64550018,-82.21900177,53,NA,US,US-FL,Bushnell,no,00FA,,00FA,,,
6532,00FD,heliport,Ringhaver Heliport,28.84659958,-82.34539795,25,NA,US,US-FL,Riverview,no,00FD,,00FD,,,
6533,00FL,small_airport,River Oak Airport,27.23089981,-80.96920013,35,NA,US,US-FL,Okeechobee,no,00FL,,00FL,,,
6534,00GA,small_airport,Lt World Airport,33.76750183,-84.06829834,700,NA,US,US-GA,Lithonia,no,00GA,,00GA,,,
6535,00GE,heliport,Caffrey Heliport,33.88420105,-84.73390198,957,NA,US,US-GA,Hiram,no,00GE,,00GE,,,
6536,00HI,heliport,Kaupulehu Heliport,19.832715,-155.980233,43,NA,US,US-HI,Kailua/Kona,no,00HI,,00HI,,,
6537,00ID,small_airport,Delta Shores Airport,48.14530182,-116.2139969,2064,NA,US,US-ID,Clark Fork,no,00ID,,00ID,,,
322581,00IG,small_airport,Goltl Airport,39.724028,-101.395994,3359,NA,US,US-KS,McDonald,no,00IG,,00IG,,,
6538,00II,heliport,Bailey Generation Station Heliport,41.64450073,-87.12280273,600,NA,US,US-IN,Chesterton,no,00II,,00II,,,
6539,00IL,small_airport,Hammer Airport,41.97840118,-89.56040192,840,NA,US,US-IL,Polo,no,00IL,,00IL,,,
6540,00IN,heliport,St Mary Medical Center Heliport,41.51139832,-87.26059723,634,NA,US,US-IN,Hobart,no,00IN,,00IN,,,
6541,00IS,small_airport,Hayenga's Cant Find Farms Airport,40.02560043,-89.12290192,820,NA,US,US-IL,Kings,no,00IS,,00IS,,,
6542,00KS,small_airport,Hayden Farm Airport,38.72779846,-94.93049622,1100,NA,US,US-KS,Gardner,no,00KS,,00KS,,,
6543,00KY,small_airport,Robbins Roost Airport,37.40940094,-84.61969757,1265,NA,US,US-KY,Stanford,no,00KY,,00KY,,,
45437,00LA,heliport,Shell Chemical East Site Heliport,30.191944,-90.980833,15,NA,US,US-LA,Gonzales,no,00LA,,00LA,,,
6544,00LL,heliport,Ac & R Components Heliport,39.66529846,-89.70559692,600,NA,US,US-IL,Chatham,no,00LL,,00LL,,,
6545,00LS,small_airport,Lejeune Airport,30.13629913,-92.42939758,12,NA,US,US-LA,Esterwood,no,00LS,,00LS,,,
6546,00MD,small_airport,Slater Field,38.75709915,-75.75379944,45,NA,US,US-MD,Federalsburg,no,00MD,,00MD,,,
6547,00MI,heliport,Dow Chemical Heliport,43.94940186,-86.41670227,588,NA,US,US-MI,Ludington,no,00MI,,00MI,,,
6548,00MN,small_airport,Battle Lake Municipal Airport,46.29999924,-95.70030212,1365,NA,US,US-MN,Battle Lake,no,00MN,,00MN,,,
6549,00MO,small_airport,Cooper Flying Service Airport,37.20280075,-94.41239929,970,NA,US,US-MO,Alba,no,00MO,,00MO,,,5K8
6550,00MT,closed,Sands Ranch Airport,48.537498,-109.705002,2600,NA,US,US-MT,Havre,no,,,,,,00MT
6551,00N,small_airport,Bucks Airport,39.47320175,-75.18520355,105,NA,US,US-NJ,Bridgeton,no,00N,,00N,,,
6552,00NC,small_airport,North Raleigh Airport,36.08520126,-78.37139893,348,NA,US,US-NC,Louisburg,no,00NC,,00NC,,,
6553,00NJ,heliport,Colgate-Piscataway Heliport,40.52090073,-74.47460175,78,NA,US,US-NJ,New Brunswick,no,00NJ,,00NJ,,,
321919,00NK,seaplane_base,Cliche Cove Seaplane Base,44.8118612,-73.3698057,96,NA,US,US-NY,Beekmantown,no,00NK,,00NK,,,
6554,00NY,small_airport,Weiss Airfield,42.90010071,-77.49970245,1000,NA,US,US-NY,West Bloomfield,no,00NY,,00NY,,,
6555,00OH,small_airport,Exit 3 Airport,41.59090042,-84.14219666,785,NA,US,US-OH,Wauseon,no,00OH,,00OH,,,
6556,00OI,heliport,Miami Valley Hospital Heliport,39.74530029,-84.18740082,905,NA,US,US-OH,Dayton,no,00OI,,00OI,,,
328503,00OK,small_airport,Gull Bay Landing Airport,36.198598,-96.217693,960,NA,US,US-OK,Sandsprings,no,00OK,,00OK,,,
6557,00OR,heliport,Steel Systems Heliport,44.93289948,-123.1299973,195,NA,US,US-OR,Salem,no,00OR,,00OR,,,
6558,00PA,heliport,R J D Heliport,39.94889832,-75.74690247,402,NA,US,US-PA,Coatesville,no,00PA,,00PA,,,
45773,00PN,small_airport,Ferrell Field,41.2995,-80.211111,1301,NA,US,US-PA,Mercer,no,00PN,,00PN,,,
6559,00PS,closed,Thomas Field,40.3778,-77.365303,815,NA,US,US-PA,Loysville,no,,,,,,00PS
6560,00S,small_airport,Mc Kenzie Bridge State Airport,44.18320084,-122.0889969,1620,NA,US,US-OR,Mc Kenzie Bridge,no,00S,,00S,,http://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport,
6561,00SC,small_airport,Flying O Airport,34.00939941,-80.26719666,150,NA,US,US-SC,Sumter,no,00SC,,00SC,,,
6562,00TA,heliport,Sw Region Faa Heliport,32.82690048,-97.30580139,598,NA,US,US-TX,Fort Worth,no,00TA,,00TA,,,
6563,00TE,heliport,Tcjc-Northeast Campus Heliport,32.84759903,-97.1894989,600,NA,US,US-TX,Fort Worth,no,00TE,,00TE,,,
6564,00TN,small_airport,Ragsdale Road Airport,35.51589966,-85.95359802,1100,NA,US,US-TN,Manchester,no,00TN,,00TN,,,
6565,00TS,small_airport,Alpine Range Airport,32.60760117,-97.24199677,670,NA,US,US-TX,Everman,no,00TS,,00TS,,,
6566,00TX,closed,San Jacinto Methodist Hospital Heliport,29.7377,-94.980201,19,NA,US,US-TX,Baytown,no,,,,,,00TX
6567,00UT,closed,Clear Creek Ranch Airport,37.24779892,-112.8219986,6138,NA,US,US-UT,Kanab,no,00UT,,00UT,,,
6568,00VA,small_airport,Vaughan Airport,36.57600021,-78.9991684,551,NA,US,US-VA,Alton,no,00VA,,00VA,,,
6569,00VI,small_airport,Groundhog Mountain Airport,36.66329956,-80.49949646,2680,NA,US,US-VA,Hillsville,no,00VI,,00VI,,,
6570,00W,small_airport,Lower Granite State Airport,46.67350006,-117.4430008,719,NA,US,US-WA,Colfax,no,00W,,00W,http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm,,0WA0
6571,00WA,small_airport,Howell Airport,47.17839813,-122.7720032,150,NA,US,US-WA,Longbranch,no,00WA,,00WA,,,
6572,00WI,small_airport,Northern Lite Airport,44.3042984,-89.05010223,860,NA,US,US-WI,Waupaca,no,00WI,,00WI,,,
6573,00WN,small_airport,Hawks Run Airport,46.25,-117.2490005,2900,NA,US,US-WA,Asotin,no,00WN,,00WN,,,
6574,00WV,small_airport,Lazy J. Aerodrome,38.82889938,-79.8660965,2060,NA,US,US-WV,Beverly,no,00WV,,00WV,,,
322300,00WY,heliport,Mountain View Regional Hospital Heliport,42.840361,-106.224443,5210,NA,US,US-WY,Casper,no,00WY,,00WY,,,
6575,00XS,small_airport,L P Askew Farms Airport,33.03340149,-101.9339981,3110,NA,US,US-TX,O'Donnell,no,00XS,,00XS,,,
6576,01A,small_airport,Purkeypile Airport,62.9435997,-152.2700043,1950,NA,US,US-AK,Purkeypile,no,01A,,01A,,,
6577,01AK,heliport,Providence Seward Medical Center Heliport,60.10587398,-149.446249,120,NA,US,US-AK,Seward,no,01AK,,01AK,,,
6578,01AL,small_airport,Ware Island Airport,32.94599915,-86.51390076,344,NA,US,US-AL,Clanton,no,01AL,,01AL,,,
6579,01AR,heliport,Community Hospital of De Queen Heliport,34.04729843,-94.35489655,400,NA,US,US-AR,De Queen,no,01AR,,01AR,,,
6580,01AZ,heliport,Yat Heliport,34.60810089,-111.8649979,3300,NA,US,US-AZ,Camp Verde,no,01AZ,,01AZ,,,
6581,01C,closed,Grant Airport,43.34170151,-85.77500153,815,NA,US,US-MI,Grant,no,01C,,01C,,https://en.wikipedia.org/wiki/Grant_Airport,
6582,01CA,heliport,Lugo Substation Heliport,34.36824059,-117.3700587,3733,NA,US,US-CA,Hesperia,no,01CA,,01CA,,,
6583,01CL,small_airport,Swansboro Country Airport,38.79990005,-120.7340012,2594,NA,US,US-CA,Placerville,no,01CL,,01CL,,,
6584,01CN,heliport,Los Angeles County Sheriff's Department Heliport,34.03779984,-118.1539993,300,NA,US,US-CA,Los Angeles,no,01CN,,01CN,,,
6585,01CO,heliport,St Vincent General Hospital Heliport,39.24530029,-106.2460022,10175,NA,US,US-CO,Leadville,no,01CO,,01CO,,,
6586,01CT,heliport,Berlin Fairgrounds Heliport,41.62730026,-72.72750092,60,NA,US,US-CT,Berlin,no,01CT,,01CT,,,
6587,01FA,small_airport,Rybolt Ranch Airport,28.58939934,-81.14420319,55,NA,US,US-FL,Orlando,no,01FA,,01FA,,,
6588,01FD,heliport,Florida Hospital-Altamonte Heliport,28.66640091,-81.37059784,86,NA,US,US-FL,Altamonte Springs,no,01FD,,01FD,,,
6589,01FL,small_airport,Cedar Knoll Flying Ranch Airport,28.78190041,-81.15920258,19,NA,US,US-FL,Geneva,no,01FL,,01FL,,,
6590,01GA,heliport,Medical Center Heliport,32.47930145,-84.97910309,319,NA,US,US-GA,Columbus,no,01GA,,01GA,,,
6591,01GE,small_airport,The Farm Airport,32.67440033,-82.77110291,375,NA,US,US-GA,Wrightsville,no,01GE,,01GE,,,
6592,01IA,small_airport,Stender Airport,41.66109848,-90.74130249,725,NA,US,US-IA,Maysville,no,01IA,,01IA,,,
6530,01ID,small_airport,Lava Hot Springs Airport,42.6082,-112.031998,5268,NA,US,US-ID,Lava Hot Springs,no,01ID,,01ID,,,"Formerly 00E, ID26"
6593,01II,small_airport,Myers Field,39.88499832,-86.50669861,950,NA,US,US-IN,Lizton,no,01II,,01II,,,
6594,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,40.45859909,-87.65950012,583,NA,US,US-IL,Hoopeston,no,01IL,,01IL,,,
6595,01IN,heliport,Community Hospital Heliport,40.13090134,-85.69580078,890,NA,US,US-IN,Anderson,no,01IN,,01IN,,,
6596,01IS,small_airport,William E. Koenig Airport,39.01620102,-90.31819916,670,NA,US,US-IL,Dow,no,01IS,,01IS,,,
6597,01J,small_airport,Hilliard Airpark,30.68630028,-81.90570068,59,NA,US,US-FL,Hilliard,no,01J,,01J,,,
6598,01K,small_airport,Caldwell Municipal Airport,37.03609848,-97.58640289,1157,NA,US,US-KS,Caldwell,no,01K,,01K,,,
6599,01KS,small_airport,Flying N Ranch Airport,38.54059982,-97.00330353,1485,NA,US,US-KS,Lost Springs,no,01KS,,01KS,,,
6600,01KY,heliport,Lourdes Hospital Heliport,37.05170059,-88.64689636,419,NA,US,US-KY,Paducah,no,01KY,,01KY,,,
6601,01LA,small_airport,Barham Airport,32.63899994,-91.7736969,90,NA,US,US-LA,Oak Ridge,no,01LA,,01LA,,,
6602,01LL,small_airport,Schumaier Restricted Landing Area,38.12580109,-89.46389771,555,NA,US,US-IL,Pinckneyville,no,01LL,,01LL,,,
6603,01LS,small_airport,Country Breeze Airport,30.70599937,-91.07740021,125,NA,US,US-LA,Slaughter,no,01LS,,01LS,,,
6604,01MA,heliport,Compaq Andover Heliport,42.62509918,-71.18009949,140,NA,US,US-MA,Andover,no,01MA,,01MA,,,
6605,01MD,seaplane_base,Annapolis Seaplane Base,38.999199,-76.456001,,NA,US,US-MD,Annapolis,no,01MD,,01MD,,,
6606,01ME,seaplane_base,Saint Peter's Seaplane Base,46.77890015,-68.50029755,608,NA,US,US-ME,Portage Lake,no,01ME,,01ME,,,
6607,01MI,heliport,Flow Through Terminal Heliport,43.04949951,-83.67970276,736,NA,US,US-MI,Flint,no,01MI,,01MI,,,
6608,01MN,seaplane_base,Barnes Seaplane Base,47.89960098,-92.55740356,1358,NA,US,US-MN,Cook,no,01MN,,01MN,,,
6609,01MO,heliport,Highway Patrol Troop C Headquarters Heliport,38.64170074,-90.48429871,615,NA,US,US-MO,Town and Country,no,01MO,,01MO,,,
6610,01MT,small_airport,Crystal Lakes Resort Airport,48.78910065,-114.8799973,3141,NA,US,US-MT,Fortine,no,01MT,,01MT,,,
6611,01NC,small_airport,Topsail Airpark,34.47529984,-77.58139801,65,NA,US,US-NC,Holly Ridge,no,01NC,,01NC,,,
6612,01NE,small_airport,Detour Airport,40.84360123,-100.6529999,3000,NA,US,US-NE,Wellfleet,no,01NE,,01NE,,,
6613,01NH,small_airport,Moore Airfield,43.6445,-72.086998,835,NA,US,US-NH,Canaan,no,01NH,,01NH,,,Enfield
6614,01NJ,heliport,Albert Guido Memorial Heliport,40.7417984,-74.13710022,10,NA,US,US-NJ,Newark,no,01NJ,,01NJ,,,
45537,01NM,small_airport,Champion Ranch Airport,33.008611,-104.540278,3630,NA,US,US-NM,Artesia,no,01NM,,01NM,,,
6615,01NV,small_airport,Lantana Ranch Airport,38.76390076,-119.0270004,4600,NA,US,US-NV,Yerington,no,01NV,,01NV,,,
6616,01NY,heliport,Vassar Hospital Heliport,41.70009995,-73.94960022,100,NA,US,US-NY,Poughkeepsie,no,01NY,,01NY,,,
6617,01OI,heliport,Galion Community Hospital Heliport,40.73059845,-82.8015976,1140,NA,US,US-OH,Galion,no,01OI,,01OI,,,
6618,01OK,closed,Lawrence Airport,35.294498,-98.636496,1525,NA,US,US-OK,Eakly,no,,,,,,01OK
6619,01OR,closed,Red & White Flying Service Airport,43.119301,-121.044997,4346,NA,US,US-OR,Silver Lake,no,,,,,,01OR
6620,01PA,heliport,Pine Heliport,40.6556015,-80.05090332,1215,NA,US,US-PA,Mars,no,01PA,,01PA,,,
6621,01PN,small_airport,Bierly(Personal Use) Airport,40.93059921,-77.73889923,960,NA,US,US-PA,Bellefonte,no,01PN,,01PN,,,
6622,01PS,small_airport,Nort's Resort Airport,41.59590149,-76.02960205,1040,NA,US,US-PA,Meshoppen,no,01PS,,01PS,,,
6623,01SC,small_airport,York Airport,35.03210068,-81.25279999,779,NA,US,US-SC,York,no,01SC,,01SC,,,
6624,01TA,heliport,Thirty Thirty Matlock Office Center Heliport,32.69419861,-97.11579895,630,NA,US,US-TX,Arlington,no,01TA,,01TA,,,
6625,01TE,small_airport,Smith Field,32.73759842,-96.4280014,505,NA,US,US-TX,Forney,no,01TE,,01TE,,,
6626,01TN,small_airport,Colonial Air Park,34.9958992,-89.73059845,370,NA,US,US-TN,Collierville,no,01TN,,01TN,,,
6627,01TS,closed,St Joseph Hospital Heliport,32.7285,-97.324501,675,NA,US,US-TX,Fort Worth,no,,,,,,01TS
6628,01TX,small_airport,Mims Farm Ultralightport,32.38759995,-96.87750244,610,NA,US,US-TX,Waxahachie,no,01TX,,01TX,,,
6629,01U,small_airport,Duckwater Airport,38.85160065,-115.6340027,5124,NA,US,US-NV,Duckwater,no,01U,,01U,,,
6630,01UT,small_airport,La Sal Junction Airport,38.30830002,-109.3960037,6000,NA,US,US-UT,La Sal,no,01UT,,01UT,,,
6631,01VA,small_airport,Pickles Airport,39.125,-77.92500305,500,NA,US,US-VA,Berryville,no,01VA,,01VA,,,
6632,01WA,heliport,Willapa Harbor Heliport,46.66320038,-123.8119965,154,NA,US,US-WA,South Bend,no,01WA,,01WA,,,
6633,01WI,small_airport,Prehn Cranberry Company Airport,44.00999832,-90.3891983,930,NA,US,US-WI,Tomah,no,01WI,,01WI,,,
6634,01WN,heliport,Whidbey General Hospital Heliport,48.21340179,-122.6849976,103,NA,US,US-WA,Coupeville,no,01WN,,01WN,,,
45900,01WT,heliport,Odyssey Heliport,47.518178,-122.210908,20,NA,US,US-WA,Renton,no,01WT,,01WT,,,
6635,01WY,small_airport,Keyhole Airport,44.34719849,-104.810997,4250,NA,US,US-WY,Moorcroft,no,01WY,,01WY,,,
46288,01XA,heliport,Seton Medical Center Hays Heliport,30.007222,-97.853333,715,NA,US,US-TX,Kyle,no,01XA,,01XA,,,
6636,01XS,heliport,Meadowood Ranch Heliport,32.02019882,-95.74549866,500,NA,US,US-TX,Athens,no,01XS,,01XS,,,
6637,02AK,small_airport,Rustic Wilderness Airport,61.87689972,-150.0980072,190,NA,US,US-AK,Willow,no,02AK,,02AK,,,
6638,02AL,small_airport,Bass Field,30.37150002,-87.76439667,61,NA,US,US-AL,Foley,no,02AL,,02AL,,,
43030,02AR,closed,Three Rivers Airport,34.822445,-92.44442,264,NA,US,US-AR,Little Rock,no,,,,,,02AR
6640,02AZ,closed,Winchester Farm Airstrip,32.376401,-109.936996,4200,NA,US,US-AZ,Willcox,no,,,,,,02AZ
6641,02CA,heliport,Swepi Beta Platform Ellen Heliport,33.58250046,-118.1289978,122,NA,US,US-CA,Huntington Beach,no,02CA,,02CA,,,
6642,02CD,small_airport,Shannon Field,34.12960052,-90.52400208,165,NA,US,US-MS,Clarksdale,no,02CD,,02CD,,,
6643,02CL,small_airport,Conover Air Lodge Airport,34.761101,-119.058998,5160,NA,US,US-CA,Frazier Park,no,02CL,,02CL,,,04L
6644,02CO,small_airport,Mc Cullough Airport,37.6432991,-106.0469971,7615,NA,US,US-CO,Monte Vista,no,02CO,,02CO,,,
6645,02CT,heliport,Strangers Point Heliport,41.91960144,-72.44450378,540,NA,US,US-CT,Ellington,no,02CT,,02CT,,,
6646,02FA,small_airport,Osborn Airfield,28.52669907,-81.87480164,121,NA,US,US-FL,Groveland,no,02FA,,02FA,,,
45347,02FL,small_airport,Cuchens Airport,30.642778,-86.123889,215,NA,US,US-FL,Defuniak Springs,no,02FL,,02FL,,,
6648,02GA,small_airport,Doug Bolton Field,34.20259857,-83.42900085,884,NA,US,US-GA,Commerce,no,02GA,,02GA,,,
6649,02GE,small_airport,Etowah Fields Airport,34.1753006,-84.92440033,710,NA,US,US-GA,Euharlee,no,02GE,,02GE,,,
6650,02HI,heliport,K3 Helipad Heliport,21.36199951,-157.951004,9,NA,US,US-HI,Pearl Harbor,no,02HI,,02HI,,,
6651,02IA,heliport,Boone County Hospital Heliport,42.05609894,-93.87799835,1160,NA,US,US-IA,Boone,no,02IA,,02IA,,,
6652,02ID,small_airport,Morgan Ranch Airport,44.55550003,-115.3050003,5634,NA,US,US-ID,Cascade,no,02ID,,02ID,,,
6653,02II,small_airport,King Ultralightport,40.06230164,-86.21050262,925,NA,US,US-IN,Westfield,no,02II,,02II,,,
6654,02IN,small_airport,Diamond P. Field,40.20890045,-85.540802,904,NA,US,US-IN,Muncie,no,02IN,,02IN,,,
6655,02IS,heliport,Condell Medical Center Heliport,42.27460098,-87.95729828,762,NA,US,US-IL,Libertyville,no,02IS,,02IS,,,
6656,02KS,small_airport,Jmj Landing Airport,39.22219849,-96.05529785,1170,NA,US,US-KS,St Marys,no,02KS,,02KS,,,
327110,02KT,heliport,St Claire Healthcare Heliport,38.181441,-83.443319,781,NA,US,US-KY,Morehead,no,02KT,,02KT,,,
6657,02KY,heliport,Boone National Guard Heliport,38.1833992,-84.89990234,760,NA,US,US-KY,Frankfort,no,02KY,,02KY,,,
6658,02LA,heliport,La State Police Troop G Heliport,32.53129959,-93.66020203,168,NA,US,US-LA,Bossier City,no,02LA,,02LA,,,
6659,02LS,heliport,Windy Hill Heliport,30.14830017,-91.91899872,25,NA,US,US-LA,Broussard,no,02LS,,02LS,,,
6660,02MA,heliport,Cuttyhunk Heliport,41.41960144,-70.92700195,9,NA,US,US-MA,Gosnold,no,02MA,,02MA,,,
322099,02MD,small_airport,Garner Field,38.672544,-76.709739,141,NA,US,US-MD,Brandywine,no,02MD,,02MD,,,
6661,02ME,small_airport,Nadeau's Airport,43.5373,-70.929397,700,NA,US,US-ME,Acton,no,02ME,,02ME,,,Old Acton Airfield
6662,02MI,small_airport,Fairplains Airpark,43.15710068,-85.14849854,850,NA,US,US-MI,Greenville,no,02MI,,02MI,,,
6663,02MN,small_airport,Greenbush Municipal Airport,48.68330002,-96.19200134,1070,NA,US,US-MN,Greenbush,no,02MN,,02MN,,,
6664,02MO,small_airport,Troy Airpark,39.04999924,-91.03350067,650,NA,US,US-MO,Troy,no,02MO,,02MO,,,
6665,02MS,small_airport,Watts Field,34.10010147,-90.84680176,153,NA,US,US-MS,Rochdale,no,02MS,,02MS,,,
6666,02MT,small_airport,Barrett Field,47.23740005,-111.7419968,3350,NA,US,US-MT,Cascade,no,02MT,,02MT,,,
6667,02MU,small_airport,Timber Line Airpark,36.65420151,-93.79740143,1550,NA,US,US-MO,Cassville,no,02MU,,02MU,,,
45686,02NC,heliport,Race City Heliport,35.541111,-80.597778,809,NA,US,US-NC,Landis,no,02NC,,02NC,,,
6668,02NE,small_airport,Benes Service Airport,41.07450104,-96.90450287,1550,NA,US,US-NE,Valparaiso,no,02NE,,02NE,,,
6669,02NH,seaplane_base,Iroquois Landing Seaplane Base,44.65710068,-71.21910095,1180,NA,US,US-NH,Dummer,no,02NH,,02NH,,,
6670,02NJ,heliport,Penske Heliport,40.55730057,-74.46710205,78,NA,US,US-NJ,Piscataway,no,02NJ,,02NJ,,,
6671,02NV,small_airport,Paiute Meadows Airport,41.30329895,-118.5979996,4443,NA,US,US-NV,Winnemucca,no,02NV,,02NV,,,
6672,02NY,heliport,Hansen Heliport,43.13259888,-75.65550232,435,NA,US,US-NY,Durhamville,no,02NY,,02NY,,,
6673,02OH,small_airport,Zimmerman Airport,41.37639999,-83.08329773,614,NA,US,US-OH,Fremont,no,02OH,,02OH,,,
6674,02OI,small_airport,Murtha Airport,41.80199814,-80.56539917,950,NA,US,US-OH,Conneaut,no,02OI,,02OI,,,
6675,02OK,heliport,Canon Heliport,35.45840073,-97.52529907,1191,NA,US,US-OK,Oklahoma City,no,02OK,,02OK,,,
6676,02OR,small_airport,Rowena Dell Airport,45.68149948,-121.3160019,705,NA,US,US-OR,The Dalles,no,02OR,,02OR,,,
6677,02P,heliport,Stottle Memorial Heliport,40.403596,-77.556602,591,NA,US,US-PA,Honey Grove,no,,,02P,,,"EWT 4,"
6678,02PA,heliport,Lag Iii Heliport,40.43830109,-79.76999664,1070,NA,US,US-PA,Monroeville,no,02PA,,02PA,,,
6679,02PN,heliport,Peco Berwyn Heliport,40.06959915,-75.4552002,390,NA,US,US-PA,Berwyn,no,02PN,,02PN,,,
6680,02PR,small_airport,Cuylers Airport,18.45330048,-66.36689758,15,NA,PR,PR-U-A,Vega Baja,no,02PR,,02PR,,,
6681,02PS,small_airport,Hughes Ultralightport,41.90060043,-77.2303009,1700,NA,US,US-PA,Tioga,no,02PS,,02PS,,,
6682,02SC,small_airport,Harpers Airport,32.75849915,-81.22480011,111,NA,US,US-SC,Estill,no,02SC,,02SC,,,
6683,02T,small_airport,Wise River Airport,45.76910019,-112.9820023,5830,NA,US,US-MT,Wise River,no,02T,,02T,,,
6684,02TA,heliport,Matagorda Shore Facility Heliport,28.72139931,-95.87380219,5,NA,US,US-TX,Matagorda,no,02TA,,02TA,,,
6685,02TE,heliport,Baylor Medical Center Heliport,32.395401,-96.86419678,560,NA,US,US-TX,Waxahachie,no,02TE,,02TE,,,
6686,02TN,small_airport,Ellis Field,35.7806015,-86.584198,840,NA,US,US-TN,Murfreesboro,no,02TN,,02TN,,,
6687,02TS,closed,FWOMC Heliport,32.747601,-97.370003,684,NA,US,US-TX,Fort Worth,no,,,,,,02TS
6688,02TX,small_airport,The Palms At Kitty Hawk Airport,33.37040329,-101.9228821,3235,NA,US,US-TX,New Home,no,02TX,,02TX,,,
6689,02UT,small_airport,Lucin Airport,41.36629868,-113.8430023,4412,NA,US,US-UT,Lucin,no,02UT,,02UT,,,
6690,02VA,small_airport,The Greenhouse Airport,38.43569946,-77.85720062,320,NA,US,US-VA,Culpeper,no,02VA,,02VA,,,
6691,02VG,heliport,Northstar Aviation Heliport,36.63880157,-82.11669922,1850,NA,US,US-VA,Bristol,no,02VG,,02VG,,,
6692,02WA,small_airport,Cawleys South Prairie Airport,47.15230179,-122.0940018,690,NA,US,US-WA,South Prairie,no,02WA,,02WA,,,
6693,02WI,small_airport,Beer Airport,45.0318985,-92.65579987,920,NA,US,US-WI,Hudson,no,02WI,,02WI,,,
6694,02WN,small_airport,Fowler Field,48.74580002,-119.3190002,2150,NA,US,US-WA,Tonasket,no,02WN,,02WN,,,
6695,02XS,small_airport,Seidel Ranch Airport,30.14769936,-97.66280365,510,NA,US,US-TX,Elroy,no,02XS,,02XS,,,
325508,03AA,heliport,Trapper T Heliport,61.556055,-149.284527,159,NA,US,US-AK,Palmer,no,03AA,,03AA,,,
6696,03AK,seaplane_base,Joe Clouds Seaplane Base,60.72722244,-151.132782,150,NA,US,US-AK,Kenai,no,03AK,,03AK,,,
6697,03AL,heliport,Highland Medical Center Heliport,34.662604,-86.046774,628,NA,US,US-AL,Scottsboro,no,03AL,,03AL,,,Jackson County Hospital Heliport
6698,03AR,heliport,Hscmh Heliport,34.35760117,-92.78849792,350,NA,US,US-AR,Malvern,no,03AR,,03AR,,,
6699,03AZ,small_airport,Thompson International Aviation Airport,31.4333992,-110.0839996,4275,NA,US,US-AZ,Hereford,no,03AZ,,03AZ,,,
6700,03CA,heliport,Grossmont Hospital Heliport,32.779484,-117.006952,634,NA,US,US-CA,La Mesa,no,03CA,,03CA,,,
6701,03CO,small_airport,Kugel-Strong Airport,40.21250153,-104.7440033,4950,NA,US,US-CO,Platteville,no,03CO,,03CO,,,
6702,03FA,small_airport,Lake Persimmon Airstrip,27.35309982,-81.40809631,70,NA,US,US-FL,Lake Placid,no,03FA,,03FA,,,
6703,03FD,closed,Tharpe Airport,30.8288,-85.731003,115,NA,US,US-FL,Bonifay,no,,,,,,03FD
6704,03FL,heliport,Ranger Heliport,26.68370056,-80.18730164,20,NA,US,US-FL,West Palm Beach,no,03FL,,03FL,,,
322717,03GA,small_airport,HIA Airport,32.5623056,-81.8576944,238,NA,US,US-IN,Statesboro,no,03GA,,03GA,,,
6705,03I,closed,Clarks Dream Strip,39.644199,-83.018204,680,NA,US,US-OH,Circleville,no,,,,,,03I
6706,03IA,small_airport,East Field,41.58190155,-92.46130371,954,NA,US,US-IA,Montezuma,no,03IA,,03IA,,,
6707,03ID,small_airport,Flying Y Ranch Airport,44.79430008,-116.5329971,3180,NA,US,US-ID,Council,no,03ID,,03ID,,,
6708,03II,small_airport,Davis Field Ultralightport,37.9620018,-87.77890015,465,NA,US,US-IN,Mount Vernon,no,03II,,03II,,,
